"Country","Factory_Name","Address","City","Code","Province","Factory_Number","Product_Type","Total_Workers","Female_Workers","Male_Workers","Migrant_Workers","Parent_Organization_Name","Line_Workers","Factory_Type","Supplier_Group","Corporation_Brand","Region"
"China","YANCHENG XINBO GARMENTS CO LTD","NO11 CHANGJIANG RD","Yancheng","224007","Jiangsu","","Apparel","178","167","11","0","","153","FINISHED GOODS","DECOR","Converse","N ASIA"
"China","Yangxin Poujia Footwear Co. Ltd.","No 1 Baojia Rd North Industrial Park YangXin HUBEI CHINA","Huangshi","435200","Hubei","","Footwear","1955","1877","78","0","","1647","FINISHED GOODS","POU CHEN","Nike","N ASIA"
"China","Yangzhou Baoyi Shoes Manufacturing Co.,Ltd.","No 168 Yuyuan Road","Yang Zhou","225009","Jiangsu","","Footwear","1624","1364","260","0","","1276","FINISHED GOODS","LAI YIH","Converse","N ASIA"
"China","Yantai NE Apparel CO.,LTD","No 26 Haiyang Yantai Economic Development Zone","Yantai","265100","Shandong","","Apparel","757","704","53","0","","613","FINISHED GOODS","NICE APPAREL","Nike","N ASIA"
"Vietnam","Yegin Industry (Vietnam) Co., Ltd","Lot No 36A 37A","Tan Phuoc District","863900","Tin Giang","","Equipment","658","494","164","0","","579","FINISHED GOODS","YEGIN","Nike","SE ASIA"
"Taiwan","YICHANE CO.LTD","NO.34, LANE 172, CHENGSI ST","Tainan","709","Tainan","","Equipment","27","3","24","0","","14","FINISHED GOODS","YICHANE","Nike","N ASIA"
"China","Yichun Yisen Industry Co., Ltd","Economic and Technological Development Zone","Yichun city","336000","Jiangxi","","Footwear","3295","3229","66","0","","2823","FINISHED GOODS - COMPONENTS","POU CHEN","Nike","N ASIA"
"Thailand","YKK (THAILAND) CO LTD","689 Sukhumvit Rd KM 35","Samutprakarn","10280","Samut Prakan","","Apparel","2","0","2","2","","1","MATERIALS","YKK","Nike","SE ASIA"
"Taiwan","YKK Taiwan Chung Li 2nd Factory","No 12 CHI LIN NORTH ROAD CHUNG LI","Taoyuan","32062","Taoyuan","","Apparel","2","0","2","0","","1","MATERIALS","YKK","Nike","N ASIA"
"Taiwan","YKK Taiwan Chung Li 3rd Factory","No 28 Heding Rd","Taoyuan","32061","Taoyuan","","Apparel","2","0","2","0","","1","MATERIALS","YKK","Nike","N ASIA"
"Vietnam","YKK VIETNAM CO LTD","Lot 104 106 108 Amata Road","Bien Hoa City","18000","Ðng Nai","","Apparel","2","0","2","2","","1","MATERIALS","YKK","Nike","SE ASIA"
"China","YongZhou Kaixiang Shoetown Footwear Co., Ltd. NOT A FINISHED GOODS FACILITY","#421, Dongxin Road, BaiyashiTown","Yongzhou","425900","Hunan","","Footwear","1067","982","85","0","","980","FINISHED GOODS - COMPONENTS","SHOETOWN","Nike","N ASIA"
"China","YongZhou Kaixin Shoetown Footwear Co., Ltd.","Intersection of Zhenxing Rd","Yong Zhou","425300","Hunan","","Footwear","603","543","60","0","","541","FINISHED GOODS","SHOETOWN","Nike","N ASIA"
"South Korea","You Young","14 Sinsan ro","Busan","49432","Busan Gwangyeogsi","","Footwear","174","42","132","0","","72","FINISHED GOODS - COMPONENTS","YOU YOUNG","Nike","N ASIA"
"Vietnam","YOU YOUNG (VIETNAM)","Lot L VIET HUNG 2 INDUSTRIAL PARK","Ben Cat, Binh Duong","820000","Bình Duong","","Footwear","285","43","242","0","","230","MATERIALS","YOU YOUNG","Nike","SE ASIA"
"Indonesia","YOUNGIL (INDONESIA)","GRAHA BALARAJA INDUSTRIAL ESTATE E3 E5","Tangerang Banten","15610","Banten","","Footwear","299","27","272","0","","219","MATERIALS","YOUNGIL LEATHER","Nike","S ASIA"
"Vietnam","YOUNGIL (VIETNAM)","LOT A6 1 4 THANH THANH CONG IP AN HOA WARD","TRANG BANG","843300","Tây Ninh","","Footwear","1137","409","728","0","","1010","MATERIALS","YOUNGIL LEATHER","Nike","SE ASIA"
"Thailand","YRC TEXTILE","134 Moo 6 Sathakit 1 St Road","Kratoomband","74130","Samut Sakhon","","Apparel","2533","1418","1115","659","","1410","MATERIALS","YRC TEXTILE","Nike","SE ASIA"
"Moldova","YSA  MOL","STR CEBANOV 3a","TARAKLIA","7402","Gagauzia-- Unitate","","Apparel","425","404","21","0","","324","FINISHED GOODS","YESIM","Nike","EMEA"
"Taiwan","Yuan Ling Knitting Industrial CO., LTD.","202 ChangLu Road","Changhua City","50083","Changhua","","Footwear","213","45","168","130","","96","MATERIALS","YUAN LING","Nike","N ASIA"
"China","Yumei Shantou Garments Co., Ltd","No 48 Heng Shan Rd","Shantou","515000","Guangdong","","Apparel","2458","1966","492","0","","1987","FINISHED GOODS","EAGLE NICE","Nike","N ASIA"
"China","Zao Zhuang RuiXing Shoes Co., Ltd","No3 FuXing East Road Economic Development Zone","Zaozhuang City","277300","Shandong","","Footwear","1216","1204","12","0","","1118","FINISHED GOODS","CHANGSHIN","Nike","N ASIA"
"China","Zhangjiagang New HuaYuan Accessones Co., Ltd","No 1 Henan Road Tangshi Office Yangshe Town","Zhangjiagang","215600","Jiangsu","","Apparel","97","81","16","0","","86","FINISHED GOODS","HUAYUAN ACCESSORIES","Nike","N ASIA"
"China","ZHANGJIAJIE EXCELLENCE SPORT PRODUCTS CO., LTD.","Building NO1 2 3 Qilonggang Industrial Zone","Zhangjiajie","427200","Hunan","","Equipment","253","197","56","0","","203","FINISHED GOODS","ALPUS","Nike","N ASIA"
"China","Zhangpu Hengxin Bags Co., Ltd","NO 87 Changfa Road Changqiao Town Zhangpu","Zhangzhou","363200","Fujian","","Apparel","191","183","8","0","","172","FINISHED GOODS","ZHANGPU HENGXIN","Nike","N ASIA"
"China","ZheJiang Clis Fashion Co., Ltd.","No 10 Bldg No 39 Xiangyuan Road","Hangzhou","310012","Zhejiang","","Apparel","41","0","41","0","","26","FINISHED GOODS","ZHEJIANG XIANCHEN IMPORT AND EXPORT","Nike","N ASIA"
"China","Zhejiang Guangtai Delta Socks Co. Ltd.","36 Kaixiang Avenue","Datang Street Zhuji","311812","Zhejiang","","Equipment","205","133","72","0","","13","FINISHED GOODS","DELTA","Nike","N ASIA"
"China","Zhijie Footwear Technical Service (Zhongshan) CO.,Ltd","1 F 2 and 2 5 F of Building B and 1 F of Building D","Zhongshan","528451","Guangdong","","Footwear","531","404","127","0","","211","FINISHED GOODS","HUALI","Converse","N ASIA"
"China","ZHIXIANG KNITTING CLOTHING FACTORY","NO 9 TONGGUANG ROAD","YAN CHENG","224373","Jiangsu","","Apparel","297","255","42","0","","274","FINISHED GOODS","ZHIXIANG KNITTING FACTORY","Nike","N ASIA"
"China","Zhuji Hengan Socks Co Ltd","No 8 Tianyuan West Road Datang Street","zhuji","311800","Zhejiang","","Apparel","88","44","44","0","","65","FINISHED GOODS","HENGTAI","Nike","N ASIA"
"China","Zhuji Hengtai Knitting & Textile Co., Ltd.","No 10 Tianyuan West Road","Zhuji","311812","Zhejiang","","Equipment","141","83","58","0","","111","FINISHED GOODS","DELTA","Nike","N ASIA"
"China","QINGDAO MAITE FITNESS EQUIPMENT CO.,LTD","500m North of Yangshankuang Village","Qingdao","266205","Shandong","","Equipment","16","2","14","0","","8","FINISHED GOODS","QINGDAO MAITE","Nike","N ASIA"
"China","Qingdao Qien Sporting Goods Co.,Ltd","Number 8 Yanghui Road","Qingdao","266232","Shandong","","Equipment","37","7","30","0","","24","FINISHED GOODS","QINGDAO QIEN","Nike","N ASIA"
"Indonesia","PT. GREENTEX INDONESIA UTAMA II","Jalan Raya Banjaran KM 16 Koma 5 Desa Batu Karut","Kab. Bandung","40379","Jawa Barat","","Apparel","1788","1377","411","0","","1653","FINISHED GOODS","PT.GREENTEX","Nike","S ASIA"
"Vietnam","UN-AVAILABLE CO. LTD.","Part of Lot 1 bar 3 Street No 7","Ho Chi Minh City","71914","Ho Chi Minh","","Apparel","573","361","212","6","","453","FINISHED GOODS","UN AVAILABLE","Nike","SE ASIA"
"Brazil","TOPSHOES IND CALCADOS SA","RODOVIA CE 377 SN","QUIXERE","62920000","Ceará","","Footwear","973","525","448","0","","810","FINISHED GOODS","COOPERSHOES","Converse","AMERICAS"
"China","Qingdao Licheng Health Technology Co., Ltd.","No 257 Chengma Road","Qingdao","266101","Shandong","","Equipment","37","7","30","0","","26","FINISHED GOODS","QINGDAO LICHENG","Nike","N ASIA"
"China","WUXI BROTHERS PACKAGING CO., LTD ","No 88","Wuxi","214199","Jiangsu","","Equipment","21","12","9","0","","14","FINISHED GOODS","WUXI BROTHERS PACKAGING CO., LTD","Nike","N ASIA"
"Vietnam","FASHION GARMENTS 2 CO., LTD. - TAN PHU BRANCH","Street 3 Tan Phu Industrial Zone Tan Phu District","Tan Phu","76800","Ðng Nai","","Apparel","3137","2510","627","0","","2751","FINISHED GOODS","FASHION GARMENTS","Nike","SE ASIA"
"China","Fujian Zhuojian Garment Technology Co., Ltd","Floor5 No4JinlongRoad","Quanzhou","362712","Fujian","","Apparel","44","22","22","0","","40","FINISHED GOODS","FUJIAN ZHUOJIAN","Nike","N ASIA"
"China","Wenzhou Outlook Eyewear Co., Ltd","Number 12  Shengye Rd  Lucheng District","Wenzhou","325019","Zhejiang","","Equipment","29","15","14","0","","19","FINISHED GOODS","WENZHOU OUTLOOK","Nike","N ASIA"
"China","Guangzhou Jin Hong Yuan Leather","16 SANHE STREET JINGKOU ROAD SHILING TOWN HUADU DISTRICT","guangzhou","510000","Guangdong","","Apparel","11","8","3","0","","11","FINISHED GOODS","GAUNGZHOU JIN HONG YUAN LEATHER PRODUCT CO., LTD ","Nike","N ASIA"
"China","JINGNING XUANCHEN TECHNOLOGY CO., LTD.","99 Tuanjie East Road Hongxin Street Jingning County","Lishui","323500","Zhejiang","","Apparel","68","58","10","0","","59","FINISHED GOODS","JINGNING XUANCHEN TECHNOLOGY","Nike","N ASIA"
"Vietnam","Tiong Liong Vietnam (ZHONGJU INDUSTRIAL COMPANY)","VIETNAM ZHONGJU INDUSTRIAL COMPANY LIMITED","Bau Bang District","75700","Bình Duong","","Footwear","185","0","185","67","","77","MATERIALS","TIONG LIONG GROUP","Nike","SE ASIA"
"South Korea","Sung Shin Chemical","28 Gunpocheomdansaneop 1 ro","Gunpo-si","15881","Gyeonggido","","Equipment","16","14","2","3","","14","FINISHED GOODS","JR286","Nike","N ASIA"
"China","DONGGUAN JINGSHENG GARMENTS CO.,LTD","Building 3 No 6 Wanfeng Road","Dongguan","523570","Guangdong","","Apparel","266","157","109","0","","262","FINISHED GOODS","CRYSTAL","Nike","N ASIA"
"Philippines","Maxpro Sports Manufacturing Inc.","Phil Bright Corp Lot 1 Block 8","Bataan","2111","Bataan","","Equipment","295","130","165","0","","261","FINISHED GOODS","MAXPRO","Nike","N ASIA"
"Vietnam","Fashion Garments Company Limited","Tam Thang Industrial Zone","TAMKY","51100","Qung Nam","","Apparel","2185","1748","437","0","","1907","FINISHED GOODS","FASHION GARMENTS","Nike","SE ASIA"
"Cambodia","Young Clothing (Cambodia) Co., Ltd","Romlech Village Rolaing Krerl Commune","Phnom Penh","050106","Kampong Spueu","","Apparel","467","406","61","0","","439","FINISHED GOODS","YOUNG CLOTHING","Nike","SE ASIA"
"Cambodia","FOREVER FUG GARMENT CO., LTD.","Lot BRoad127TbongAngVillage","Cambodia","050306","Kampong Spueu","","Apparel","830","747","83","17","","783","FINISHED GOODS","FOREVER FUG","Nike","SE ASIA"
"Vietnam","TNG INVESTMENT AND TRADING JSC - DONG HY GARMENT","Ngoi Cheo Hamlet Nam Hoa Commune Dong Hy District","N/A","24000","Thái Nguyên","","Apparel","1005","754","251","0","","940","FINISHED GOODS","TNG","Nike","SE ASIA"
"Mexico","Vertical Knits S.A. de C.V. (MDC - Campeche)","Avenida Baja Velocidad No 108","Colonial Campeche","24087","Campeche","","Apparel","145","115","30","0","","120","FINISHED GOODS","VERTICAL KNITS S.A","Nike","AMERICAS"
"Vietnam","Tremon Sporting Goods Enterprise Co.,Ltd","Road No 5 Trang Bang Industrial Park","Tay Ninh","80000","Tây Ninh","","Equipment","1775","852","923","18","","1474","FINISHED GOODS","TREMON","Nike","SE ASIA"
"Vietnam","BUSINESS LOCATION IN VUNG LIEM - TY XUAN COMPANY LIMITED","TO 7 AP AN DIEN","VUNG LIEM DISTRICT","85715","Vinh Long","","Footwear","1879","1466","413","0","","1742","FINISHED GOODS","LAI YIH","Converse","SE ASIA"
"China","Cixi SunRise Sporting Goods Co.,Ltd","Bldg3 and Bldg6","cixi","315300","Zhejiang","","Equipment","30","8","22","0","","23","FINISHED GOODS","CIXI SUNRISE SPORTING GOODS","Nike","N ASIA"
"Mexico","Zentrix Huamantla","Calle Virgen de la Caridad 1","Huamantla","90500","Tlaxcala","","Apparel","1331","892","439","0","","1076","FINISHED GOODS","ZENTRIX","Nike","AMERICAS"
"China","JIANGSU NINGSHENG GARMENT CO.,LTD   ","No87 Renmin South Road Zhutang Town","WUXI","214415","Jiangsu","","Apparel","100","79","21","0","","98","FINISHED GOODS","JIANGSU NINGSHENG GARMENT","Nike","N ASIA"
"Taiwan","YieChang Industrial Co., Ltd.","No 389 Shuiyuan Rd  Fengyuan Dist","Taichung","420076","Taichung","","Equipment","14","10","4","0","","10","FINISHED GOODS","YIECHONG","Nike","N ASIA"
"Vietnam","Genesis Sports Technology Co. Ltd","Hai Hung Commune Hai Hau District Nam Dinh Province Viet Nam","Nam Dinh (Nam Dinh)","07000","Nam Ðnh","","Apparel","252","139","113","15","","192","FINISHED GOODS","GENESIS","Nike","SE ASIA"
"France","LELABPLUS","1 bis rue Jean le Galleu","Ivry sur Seine","94200","Île-de-France","","Apparel","21","13","8","21","","14","FINISHED GOODS","LELAB","Nike","EMEA"
"Vietnam","Haivina Co., Ltd.","Lang Xuyen village","Hai Duong province","170000","Hi Duong","","Equipment","3259","3129","130","0","","2870","FINISHED GOODS","HAIVINA","Nike","SE ASIA"
"United Kingdom","Tower Garments (London) Ltd","Unit J 17 Queensway Enfield","ENFIELD","EN3 4SA","London-- City of","","Apparel","90","54","36","0","","90","FINISHED GOODS","TOWER GARMENTS","Nike","EMEA"
"China","QINGDAO HONGTAISHENGDA TRADE CO., LTD.","Beijingxi Road 41","Qingdao","266300","Shandong","","Footwear","100","90","10","0","","80","FINISHED GOODS - COMPONENTS","QINGDAO HONGTAISHENGDA TRADE CO., LTD.","Nike","N ASIA"
"El Salvador","Cygnus Investments S.A. de C.V.","Zona Franca Miramar Km 30 y medio","Olocuilta","01608","La Paz","","Apparel","205","103","102","0","","170","FINISHED GOODS","CYGNUS","Nike","AMERICAS"
"USA","Blue Ridge Designs LLC","358 INDUSTRIAL PARK DRIVE","HILLSVILLE","24343","Virginia","","Apparel","43","28","15","14","","43","FINISHED GOODS","BLUE RIDGE DESIGNS","Nike","AMERICAS"
"Vietnam","LEE BOU INTERNATIONAL BINH DUONG INT'L. CO., LTD","VSIP 2 A 10 NUMBER 30 STREET","Tan Uyen Town","590000","Bình Duong","","Apparel","252","0","252","25","","155","FINISHED GOODS - COMPONENTS","LEE BOU LABEL ENTERPRISE","Nike","SE ASIA"
"Argentina","Dass Suarez S.a.","Olavarria, 636  ","Coronel Suárez","7540","Buenos Aires","5400542926432690","Footwear","717","413","304","12","Grupo Dass","","","","",""
"Argentina","DER WILL SOCIEDAD ANONIMA","Monseñor de Andrea 3333 Villa de Mayo ","Buenos Aires","B1614","Buenos Aires","541177000209","Accessories","180","124","56","25","","","","","",""
"Argentina","R.A. Intertrading S.A.","Jose I. Rucci (ex Pilar) 3951 / 55  ","Villa Lugano","1439 ","Ciudad Autonoma de Buenoas Aires","54541146018755","Apparel","839","361","478","0","R.A. Intertrading","","","","",""
"Argentina","RA INTERTRADING SA","Av. Belgrano 644  ","Catamarca","4700","Catamarca","5411367890199999428946306596339712","Apparel","131","91","40","","","","","","",""
"Argentina","Will Der Pacheco","Jose Ingenieros 2387  ","Ricardo Rojas, Tigre","1610","Buenos Aires","5491155291000","Apparel","105","77","28","","Will Der SA","","","","",""
"Argentina","Will Der S.A. (Las Flores) ","Ruta 3 Km 186.5  Parque Industrial ","Las Flores, Buenos Aires","7200","Buenos Aires","54224415463221","Apparel","121","95","26","0","Will Der SA","","","","",""
"Bangladesh","Karnaphuli Shoes Industries Limited","Korean Export Processing Zone Anowara, ","Chattogram","4371","Chittagong / Chattogram","88031740431","Apparel","14204","10779","3425","0","Youngone Corporation","","","","",""
"Belgium","Cousy BVBA","Vandendrieschestraat 10  ","Zottegem","9620","Flemish","3293600767","Apparel","36","26","10","","","","","","",""
"Brazil","Aniger Calçados Suprimentos e Empreendimentos ltda","Rua Armindo Eltz, 51  - Quatro Colônias Bairro Quatro Colônias ","Campo Bom – RS","93700-000","RS","550512125989999991078218857709568","Footwear","419","193","251","","","","","","",""
"Brazil","ARTUR PETERS FILHO - Calçados Padilha","ESTRADA PADILHA, 9180 9180 ","Padilha - Taquara RS","95.615-000","Rio Grande do Sul","555135429017","Footwear","38","31","7","0","","","","","",""
"Brazil","Atelier d. Miguel & Cia Ltda","TRAVESSA SEM DENOMINAÇÃO  DA ESTRADA SERGIO LUCKMANN, 100 LOCALIDADE DE EVARISTO ","SANTO ANTONIO DA PATRULHA","95500000","Rio Grande do Sul","555135481103","Footwear","37","25","12","0","","","","","",""
"Brazil","ATELIER DE CALCADOS RESIL LTDA","RUA CRISTOVAO COLOMBO 888 CENTRO","ROLANTE","95.690-000","Rio Grande do Sul","555135471594","Footwear","46","28","18","0","","","","","",""
"Brazil","Calçados Ramarim Ltda - Nova Hartz","Rua Angra dos Reis, 171  B. Das Rosas","Nova Hartz – RS","93890-000","Rio Grande do Sul","555135658100","Footwear","2509","1290","1219","0","Calçados Ramarim Ltda. - Nova Hartz","","","","",""
"Brazil","Calçados Ramarim Ltda - Sapiranga","Rua General Nascimento Vargas, 154  B. São Luiz","Sapiranga - RS","93800-000","Rio Grande do Sul","555135658100","Footwear","528","378","150","0","Calçados Ramarim Ltda. - Nova Hartz","","","","",""
"Brazil","Cooperativa de Trabalho da Indústria de Calçados de Quixeramobim Ltda.","Avenida José Gonçalves Pinheiro, Nº 155, Bairro Edmilson Correia, Quixeramobim – CE  ","Fortaleza","63800-000","","55994358986","Footwear","5095","2636","2459","","ANIGER CALÇADOS, SUPRIMENTOS E EMPREENDIMENTOS LTDA","","","","",""
"Brazil","Dass Nordeste Calçados Artigos Esportivos SA - Vitória da Conquista Componentes (FW)","Av. Juracy Magalhães, 5100 PARQUE SANTA MONICA ","Vitória da Conquista","45023 -490","Bahia - BA","557740097979","Footwear","178","75","103","0","Grupo Dass","","","","",""
"Brazil","Dass Nordeste Calçados e Artigos Esportivos S.A - Itapipoca","Rua da Universidade, 406 Bairro Madalena ","Itapipoca","62500-000","Ceara","558836311555","Footwear","4399","1580","2819","1","Grupo Dass","","","","",""
"Brazil","Dass Nordeste Calçados e Artigos Esportivos S.A - VDCO","Av. Juracy Magalhães, 5200 Parque Santa Monica Bairro Airton Sena","Vitória da Conquista","45023-490","Bahia","55774009798000003456178172461056","Apparel","3062","2165","897","","Grupo Dass","","","","",""
"Brazil","Dass Print","Rua Marcilio Dias, 163 Centro  ","Saudades","89868000","Santa Catarina","554933343434","Apparel","789","481","308","168","Grupo Dass","","","","",""
"Brazil","Dass Sul Calçados e Artigos Esportivos Ltda - Saudades","R. Marcilio Dias 10,  Centro ","Saudades","89868 000","Santa Catarina","554933343434","Apparel","789","476","313","133","Grupo Dass","","","","",""
"Brazil","Indústria de Calçados Serrota Eirele","Rua Manoel Camilo Cruz, 334, Distrito de Serrota ","Pentecoste ","62640000","Ceara","8533523022","Footwear","176","79","97","1","Industria e Comercio de Calçados Pentecoste Ltda EPP","","","","",""
"Brazil","LABELLA ATELIER DE CALÇADOS LTDA","RUA ADRIANO DE QUADROS BITTENCOURT 1388 BAIRRO RINCÃO DOS ILHEUS","ESTANCIA VELHA","93.608-150","Rio Grande do Sul","5551998433672","Footwear","47","27","20","0","","","","","",""
"Brazil","Lupo S.A.","Rod. Washington Luiz Km.276 5  ","Araraquara","14803-900","Sao Paulo","551633034000Ext0","Accessories","3918","2940","978","1","","","","","",""
"Brazil","Paqueta Calçados Ltda. (Apuiarés)","Av. Gomes da Silva, 329   ","Apuiarés    ","62630-000    ","Ceara","558533561004Ext001","Footwear","329","189","140","0","Grupo Paquetá","","","","",""
"Brazil","Paqueta Calçados Ltda. (Pentecoste Fábrica)","Avenida Antonio Braga de Azevedo, 407  B. São Francisco","Pentecoste - CE","62640-000","Ceara","558533521019","Footwear","1089","465","624","1","Grupo Paquetá","","","","",""
"Brazil","Ranee Industria e Comércio Ltda (Pinhalzinho)","JOAO PESSOA, Nº 187  ","PINHALZINHO","89870-000 ","Santa Catarina","5504933661493","Apparel","204","180","24","56","Dass Sul Calçados e Artigos Esportivos Ltda - Saudades","","","","",""
"Brazil","Ranee Industria e Comércio LTDA (São Carlos)","AVENIDA PRESIDENTE KENNEDY,  Nº 1161  ","SÃO CARLOS","89870-000 ","Santa Catarina","5504933255136","Apparel","270","202","68","10","Dass Sul Calçados e Artigos Esportivos Ltda - Saudades","","","","",""
"Brazil","Ranee Industria e Comercio Ltda. 3 (Campo Erê)","Rua 31 de março, S/N  ","Campo Ere","89980000","Rio Grande do Sul","554933343400","Apparel","534","358","176","2","Grupo Dass","","","","",""
"Brazil","Selene Industria Textil S.A."," 490, DO VELHO RAMAL ST  ","Cerquilho","18520-000","Sao Paulo","551533848883","Apparel","1585","998","587","","Selene Org.","","","","",""
"Cambodia","BEAUTY SILK SCREEN LIMITED ","Veng Sreng Blvd, Phum Trapeang Thleung Sangkat Chom Chao, Khan Porsenchey   ","Phnom Penh ","12405 ","Phnom Penh","85523995006","Apparel","126","13","113","2","Trax Intertrade Co Ltd","","","","",""
"Cambodia","Bowker Garment Factory (Cambodia) Company Limited","NATIONAL ROAD NO.4, PONG TEUK VILLAGE, BEK CHAN COMMUNE ANG SNOUL DISTRICT, KANDAL PROVINCE, CAMBODIA","Kandal","8301","Kandal","85589996789","Apparel","4530","4220","310","48","Bowker Asia Limited","","","","",""
"Cambodia","Can Sports Shoes Co., Ltd.","National Road No.5, Chamkar Svay Village,  Sedthei Commune, Sameakki Mean Chey District ","Kampong Chhnang Province","4457","Kampong Chhnang","85578777619","Footwear","1652","6493","1893","0","Sports Gear Co., Ltd. Taiwan Branch","","","","",""
"Cambodia","Daqian Textile (Cambodia) Co., Ltd","Phum Trapaing Thloeng,  Sangkat Chorm Chao, Khan  Porsenchey","Phnom Penh ","12450","Phnom Penh","85523995579","Apparel","5113","4898","215","80","Buddies (Macao Commercial Offshore) Limited","","","","",""
"Cambodia","DIN LING GARMENT CO., LTD","Building No. 14,15,16,17, Canadia Industrial Park, St. Veng Sreng, Trapeang Thloeng 2 Village, Chom Chao 1 Commune,","Por Sen Chey","12405","Phnom Penh","85523985699","Apparel","1616","1495","121","13","","","","","",""
"Cambodia","Elite (Cambodia) Co. Ltd.","Special Economic Zone of MANHATTAN Sangkat Bavet ","Bavet City","06311","Svay Rieng","85544712099","Apparel","4894","3950","944","0","TMI (Vietnam) Co Ltd","","","","",""
